NO,종목명,현재가,전일비,등락률,액면가,시가총액,상장주식수,외국인비율,거래량,PER,ROI
1486,ACE 엔비디아채권혼합블룸버그,"12,255",상승45,+0.37%,0,135,"1,100",0.00,"5,803",N/A,N/A
1487,신한 블룸버그 레버리지 WTI원유 선물 ETN,"13,460",하락575,-4.10%,0,135,"1,000",0.00,284,N/A,N/A
1488,QV 블룸버그 2X WTI원유선물 ETN,"13,460",하락580,-4.13%,0,135,"1,000",0.00,2,N/A,N/A
1489,KODEX 최소변동성,"11,175",0,0.00%,0,134,"1,200",0.00,0,N/A,N/A
1490,TIGER 200 금융,"6,325",상승5,+0.08%,0,134,"2,120",0.00,"4,386",N/A,N/A
1491,KODEX 미국S&P500산업재(합성),"23,345",상승170,+0.73%,0,134,574,0.00,393,N/A,N/A
1492,KBSTAR 중국MSCI China(H),"8,615",하락60,-0.69%,0,134,"1,550",0.00,309,N/A,N/A
1493,KBSTAR 헬스케어채권혼합,"11,105",하락30,-0.27%,0,133,"1,200",0.00,"1,767",N/A,N/A
1494,KODEX 기계장비,"6,985",상승65,+0.94%,0,133,"1,900",0.03,"7,170",N/A,N/A
1495,TRUE 인버스 2X 플래티넘 선물 ETN,"13,170",하락570,-4.15%,0,132,"1,000",0.00,"1,877",N/A,N/A
1496,TRUE 레버리지 유로스탁스50 ETN(H) B,"13,135",0,0.00%,0,131,"1,000",0.00,0,N/A,N/A
1497,KODEX KRX300레버리지,"13,105",하락110,-0.83%,0,131,"1,000",0.00,405,N/A,N/A
1498,KODEX 운송,"5,040",상승55,+1.10%,0,131,"2,600",0.00,"8,211",N/A,N/A
1499,KB 레버리지 KOSPI 200 선물 ETN,"26,165",하락285,-1.08%,0,131,500,0.00,2,N/A,N/A
1500,BNK 주주가치액티브,"11,865",하락45,-0.38%,0,131,"1,100",0.00,701,N/A,N/A
1501,KBSTAR 국채선물10년인버스,"53,250",상승120,+0.23%,0,130,244,0.00,1,N/A,N/A
1502,JW중외제약2우B,"62,900","상승1,000",+1.62%,"2,500",130,206,0.12,2,47.80,N/A
1503,KODEX 3대농산물선물(H),"12,275",하락155,-1.25%,0,129,"1,050",0.00,923,N/A,N/A
1504,미래에셋 인버스 2X 옥수수 선물 ETN,"12,760",상승360,+2.90%,0,128,"1,000",0.00,364,N/A,N/A
1505,태양금속우,"3,860",상승45,+1.18%,500,127,"3,300",0.04,"3,910",-241.25,N/A
1506,메리츠 인버스 국채30년 ETN,"12,680",0,0.00%,0,127,"1,000",0.00,0,N/A,N/A
1507,삼성 인버스 2X 구리 선물 ETN(H),"2,530",하락20,-0.78%,0,126,"5,000",0.00,1,N/A,N/A
1508,HANARO 글로벌탄소배출권선물ICE(합성),"12,650",하락80,-0.63%,0,126,"1,000",0.00,3,N/A,N/A
1509,신한 USD K200 선물 바이셀 ETN,"6,320",0,0.00%,0,126,"2,000",0.00,0,N/A,N/A
1510,ACE 글로벌메타버스테크액티브,"7,420",상승95,+1.30%,0,126,"1,700",0.00,"1,000",N/A,N/A
1511,SOL 미국배당다우존스(H),"10,495",하락5,-0.05%,0,126,"1,200",0.00,"205,391",N/A,N/A
1512,대신 S&P 인버스 WTI원유 선물 ETN,"12,585",0,0.00%,0,126,"1,000",0.00,0,N/A,N/A
1513,TIGER LG그룹+펀더멘털,"9,830",하락35,-0.35%,0,126,"1,280",0.00,802,N/A,N/A
1514,메리츠 블룸버그 레버리지 WTI선물 ETN(H),"12,570",하락690,-5.20%,0,126,"1,000",0.00,2,N/A,N/A
1515,신한 인버스 옥수수 선물 ETN(H),"6,285",상승165,+2.70%,0,126,"2,000",0.00,1,N/A,N/A
1516,TRUE 금 선물 ETN,"12,550",0,0.00%,0,126,"1,000",0.00,0,N/A,N/A
1517,KB S&P 레버리지 WTI원유 선물 ETN(H),"12,535",하락565,-4.31%,0,125,"1,000",0.00,"2,960",N/A,N/A
1518,VITA MZ소비액티브,"8,080",0,0.00%,0,125,"1,550",0.00,41,N/A,N/A
1519,ACE 골드선물 레버리지(합성 H),"17,845",하락30,-0.17%,0,125,700,0.00,25,N/A,N/A
1520,삼성 인버스 2X HSCEI ETN(H),"12,460",상승110,+0.89%,0,125,"1,000",0.00,"2,559",N/A,N/A
1521,삼성 인버스 HSCEI ETN(H),"12,440",0,0.00%,0,124,"1,000",0.00,0,N/A,N/A
1522,KOSEF 고배당,"9,210",상승5,+0.05%,0,124,"1,350",0.00,475,N/A,N/A
1523,메리츠 인버스 2X 대표 농산물 선물 ETN(H),"12,425",0,0.00%,0,124,"1,000",0.00,0,N/A,N/A
1524,메리츠 인버스 2X 미국채30년 ETN(H),"12,340",하락90,-0.72%,0,123,"1,000",0.00,3,N/A,N/A
1525,에셋플러스 코리아대장장이액티브,"11,210",하락225,-1.97%,0,123,"1,100",0.00,130,N/A,N/A
1526,삼성 레버리지 항셍테크 ETN(H),"2,055",하락10,-0.48%,0,123,"6,000",0.00,"11,511",N/A,N/A
1527,KBSTAR 삼성그룹Top3채권혼합블룸버그,"10,210",하락20,-0.20%,0,123,"1,200",0.00,"3,994",N/A,N/A
1528,신한 FnGuide 메타버스 ETN,"6,115",하락100,-1.61%,0,122,"2,000",0.00,82,N/A,N/A
1529,신한 인버스 금 선물 ETN(H),"6,110",하락20,-0.33%,0,122,"2,000",0.00,"4,932",N/A,N/A
1530,ARIRANG 고배당주채권혼합,"11,075",하락20,-0.18%,0,122,"1,100",0.00,"1,414",N/A,N/A
1531,TIGER 배당성장,"16,915",하락85,-0.50%,0,122,720,0.00,273,N/A,N/A
1532,KODEX MSCI KOREA ESG유니버설,"10,120",0,0.00%,0,121,"1,200",0.00,0,N/A,N/A
1533,KOSEF 미국S&P500,"10,990",상승50,+0.46%,0,121,"1,100",0.00,96,N/A,N/A
1534,HANARO KOFR금리액티브(합성),"100,375",0,0.00%,0,120,120,0.00,0,N/A,N/A
1535,신한 인버스 콩 선물 ETN(H),"5,965",0,0.00%,0,119,"2,000",0.00,0,N/A,N/A
1536,TRUE 인버스 베트남 VN30 선물 ETN(H),"11,915",0,0.00%,0,119,"1,000",0.00,0,N/A,N/A
1537,대신 인버스 밀 선물 ETN(H),"11,880",상승210,+1.80%,0,119,"1,000",0.00,5,N/A,N/A
1538,KB 인버스 2X 항셍테크 선물 ETN,"11,870",상승65,+0.55%,0,119,"1,000",0.00,14,N/A,N/A
1539,메리츠 인버스 미국채10년 ETN(H),"11,845",0,0.00%,0,118,"1,000",0.00,0,N/A,N/A
1540,TIMEFOLIO Korea플러스배당액티브,"10,575",하락80,-0.75%,0,118,"1,120",0.00,419,N/A,N/A
1541,KODEX Fn K-뉴딜디지털플러스,"9,850",하락20,-0.20%,0,118,"1,200",0.00,127,N/A,N/A
1542,ACE 일본TOPIX레버리지(H),"23,615",하락135,-0.57%,0,118,500,0.00,100,N/A,N/A
1543,HANARO Fn K-반도체,"8,115",하락95,-1.16%,0,118,"1,450",0.00,"3,314",N/A,N/A
1544,ARIRANG S&P글로벌인프라,"14,700",0,0.00%,0,118,800,0.00,11,N/A,N/A
1545,TRUE S&P500 양매도 4% OTM ETN(H),"11,710",0,0.00%,0,117,"1,000",0.00,0,N/A,N/A
1546,대덕1우,"9,640",상승160,+1.69%,500,117,"1,212",0.02,25,17.56,N/A
1547,삼성 인버스 항셍테크 ETN(H),"11,655",0,0.00%,0,117,"1,000",0.00,0,N/A,N/A
1548,신한 달러인덱스 선물 ETN(H),"11,645",0,0.00%,0,116,"1,000",0.00,0,N/A,N/A
1549,메리츠 대표 농산물 선물 ETN(H),"11,645",하락70,-0.60%,0,116,"1,000",0.00,1,N/A,N/A
1550,미래에셋 천연가스 선물 ETN(H),"2,910",하락155,-5.06%,0,116,"4,000",0.00,"67,456",N/A,N/A
1551,KODEX 구리선물(H),"7,270",0,0.00%,0,116,"1,600",0.00,920,N/A,N/A
1552,미래에셋 FnGuide 부산엑스포 추가수익 ETN,"11,595",0,0.00%,0,116,"1,000",0.00,0,N/A,N/A
1553,KB S&P 유럽탄소배출권 선물 ETN(H),"11,535",0,0.00%,0,115,"1,000",0.00,0,N/A,N/A
1554,TRUE 인버스 플래티넘 선물 ETN,"11,435",하락55,-0.48%,0,114,"1,000",0.00,3,N/A,N/A
1555,메리츠 인버스 미국채30년 ETN(H),"11,415",0,0.00%,0,114,"1,000",0.00,0,N/A,N/A
1556,삼성 KRX 2차전지 K-뉴딜 ETN,"11,390",하락15,-0.13%,0,114,"1,000",0.00,158,N/A,N/A
1557,ACE 멕시코MSCI(합성),"14,170",상승135,+0.96%,0,113,800,0.00,10,N/A,N/A
1558,TRUE 인버스 은 선물 ETN,"11,330",상승40,+0.35%,0,113,"1,000",0.00,40,N/A,N/A
1559,삼성 인버스 코스피 200 선물 ETN,"11,285",상승90,+0.80%,0,113,"1,000",0.00,450,N/A,N/A
1560,파워 코스피100,"25,595",하락160,-0.62%,0,113,440,0.00,4,N/A,N/A
1561,TIGER KRX300,"16,085",0,0.00%,0,113,700,0.00,0,N/A,N/A
1562,SOL 차이나육성산업액티브(합성),"8,660",상승35,+0.41%,0,113,"1,300",0.00,142,N/A,N/A
1563,성신양회우,"15,270",하락330,-2.12%,"5,000",112,736,3.45,"11,936",-14.52,N/A
1564,KODEX 미국클린에너지나스닥,"8,615",하락150,-1.71%,0,112,"1,300",1.83,"4,583",N/A,N/A
1565,KB 레버리지 금 선물 ETN(H),"22,395",0,0.00%,0,112,500,0.00,0,N/A,N/A
1566,SOL KRX300,"15,980",하락70,-0.44%,0,112,700,0.00,2,N/A,N/A
1567,TRUE 유로스탁스50 양매도 5% OTM ETN(H),"11,180",0,0.00%,0,112,"1,000",0.00,0,N/A,N/A
1568,ARIRANG 우량회사채50 1년,"111,585",하락30,-0.03%,0,112,100,0.00,117,N/A,N/A
1569,미래에셋 인도네시아 Top5 ETN,"11,125",상승20,+0.18%,0,111,"1,000",0.00,14,N/A,N/A
1570,메리츠 레버리지 국채5년 ETN,"11,075",0,0.00%,0,111,"1,000",0.00,0,N/A,N/A
1571,하나 인버스 2X 옥수수 선물 ETN(H),"11,070",0,0.00%,0,111,"1,000",0.00,0,N/A,N/A
1572,DB하이텍1우,"98,500","하락2,900",-2.86%,"5,000",111,112,1.08,217,7.85,N/A
1573,TIGER 일본TOPIX(합성 H),"17,195",0,0.00%,0,110,640,0.00,201,N/A,N/A
1574,TIGER 한중전기차(합성),"11,560",하락80,-0.69%,0,110,950,0.00,51,N/A,N/A
1575,KODEX 미국나스닥100선물인버스(H),"11,540",하락10,-0.09%,0,110,950,2.17,"18,228",N/A,N/A
1576,KODEX 미국S&P500금융,"10,945",상승120,+1.11%,0,109,"1,000",0.00,55,N/A,N/A
1577,TRUE 인버스 금 선물 ETN,"10,935",0,0.00%,0,109,"1,000",0.00,0,N/A,N/A
1578,삼성 금 선물 ETN(H),"10,935",0,0.00%,0,109,"1,000",0.00,0,N/A,N/A
1579,KODEX KTOP30,"18,185",하락55,-0.30%,0,109,600,0.00,21,N/A,N/A
1580,신한 인버스 구리 선물 ETN(H),"5,445",상승5,+0.09%,0,109,"2,000",0.00,403,N/A,N/A
1581,메리츠 인버스 2X 국채10년 ETN,"10,890",0,0.00%,0,109,"1,000",0.00,0,N/A,N/A
1582,TRUE 인버스 HSCEI ETN(H) B,"10,890",0,0.00%,0,109,"1,000",0.00,0,N/A,N/A
1583,메리츠 금 선물 ETN(H),"10,865",하락35,-0.32%,0,109,"1,000",0.00,52,N/A,N/A
1584,TRUE 은 선물 ETN,"10,865",상승115,+1.07%,0,109,"1,000",0.00,7,N/A,N/A
1585,KB KRX ESG Eco ETN,"10,860",하락55,-0.50%,0,109,"1,000",0.00,2,N/A,N/A
1586,QV US 500 월간레버리지 ETN(H),"21,655",0,0.00%,0,108,500,0.00,0,N/A,N/A
1587,QV iSelect-WG 그린에너지 ESG ETN,"10,825",0,0.00%,0,108,"1,000",0.00,0,N/A,N/A
1588,신한 인버스 2X 미국달러 선물 ETN,"5,410",하락15,-0.28%,0,108,"2,000",0.00,"1,114",N/A,N/A
1589,넥센우,"3,005",하락10,-0.33%,500,108,"3,601",13.65,28,9.82,N/A
1590,KODEX 미국S&P500헬스케어,"10,785",상승100,+0.94%,0,108,"1,000",0.00,428,N/A,N/A
1591,삼양사우,"29,100",상승200,+0.69%,"5,000",108,370,6.36,1,4.51,N/A
1592,KBSTAR 국채선물5년추종,"48,460",상승75,+0.16%,0,108,222,0.00,1,N/A,N/A
1593,ACE 원자력테마딥서치,"11,940",상승125,+1.06%,0,107,900,0.05,"5,411",N/A,N/A
1594,TRUE FnGuide IoT ETN,"10,700",하락85,-0.79%,0,107,"1,000",0.00,2,N/A,N/A
1595,KTOP 코스피50,"23,775",상승45,+0.19%,0,107,450,0.00,33,N/A,N/A
1596,신한 인버스 Russell 2000 ETN,"10,685",0,0.00%,0,107,"1,000",0.00,0,N/A,N/A
1597,KB 레버리지 KRX 2차전지 K-뉴딜 ETN,"10,670",하락40,-0.37%,0,107,"1,000",0.00,"1,088",N/A,N/A
1598,TRUE 레버리지 베트남 VN30 선물 ETN(H),"10,650",하락135,-1.25%,0,106,"1,000",0.00,"1,165",N/A,N/A
1599,메리츠 인버스 국채10년 ETN,"10,630",0,0.00%,0,106,"1,000",0.00,0,N/A,N/A
1600,대신 2X 철광석 선물 ETN(H),"10,625",하락115,-1.07%,0,106,"1,000",0.00,1,N/A,N/A
1601,KODEX 미국S&P500필수소비재,"10,620",하락15,-0.14%,0,106,"1,000",0.00,154,N/A,N/A
1602,메리츠 국채5년 ETN,"10,615",0,0.00%,0,106,"1,000",0.00,0,N/A,N/A
1603,JW중외제약우,"31,650",상승50,+0.16%,"2,500",106,335,0.02,7,24.05,N/A
1604,KODEX 미국S&P500경기소비재,"10,610",상승80,+0.76%,0,106,"1,000",0.00,17,N/A,N/A
1605,TRUE 구리 선물 ETN,"10,600",0,0.00%,0,106,"1,000",0.00,0,N/A,N/A
1606,메리츠 레버리지 국채3년 ETN,"10,565",0,0.00%,0,106,"1,000",0.00,0,N/A,N/A
1607,KBSTAR KRX300,"16,215",하락10,-0.06%,0,105,650,0.00,19,N/A,N/A
1608,삼성 레버리지 KRX 2차전지 K-뉴딜 ETN,"10,530",하락35,-0.33%,0,105,"1,000",0.00,"10,166",N/A,N/A
1609,KOSEF 물가채KIS,"105,280",하락20,-0.02%,0,105,100,0.00,6,N/A,N/A
1610,KBSTAR 미국고정배당우선증권ICE TR,"10,025",상승70,+0.70%,0,105,"1,050",0.00,5,N/A,N/A
1611,QV S&P500 버퍼10% 3월 ETN(H),"10,480",0,0.00%,0,105,"1,000",0.00,0,N/A,N/A
1612,삼성 인버스 2X 은 선물 ETN(H),"1,045",하락30,-2.79%,0,104,"10,000",0.10,"21,453",N/A,N/A
1613,TRUE 플래티넘 선물 ETN,"10,435",상승175,+1.71%,0,104,"1,000",0.00,985,N/A,N/A
1614,QV S&P500 버퍼10% 6월 ETN(H),"10,390",0,0.00%,0,104,"1,000",0.00,0,N/A,N/A
1615,메리츠 국채3년 ETN,"10,370",0,0.00%,0,104,"1,000",0.00,0,N/A,N/A
1616,SK증권우,"2,650",하락25,-0.93%,500,104,"3,913",0.37,967,132.50,N/A
1617,메리츠 3X 레버리지 국채5년 ETN,"20,585",0,0.00%,0,103,500,0.00,0,N/A,N/A
1618,미래에셋 인도네시아 금속&에너지 Top5 ETN,"10,290",상승80,+0.78%,0,103,"1,000",0.00,4,N/A,N/A
1619,QV S&P500 버퍼10% 12월 ETN(H),"10,280",0,0.00%,0,103,"1,000",0.00,0,N/A,N/A
1620,ACE 싱가포르리츠,"12,850",하락40,-0.31%,0,103,800,0.02,"1,185",N/A,N/A
1621,에셋플러스 글로벌대장장이액티브,"10,920",상승20,+0.18%,0,103,940,0.00,4,N/A,N/A
1622,KODEX 일본TOPIX100,"17,055",0,0.00%,0,102,600,0.00,6,N/A,N/A
1623,메리츠 3X 레버리지 국채3년 ETN,"20,430",하락80,-0.39%,0,102,500,0.00,60,N/A,N/A
1624,하나 iSelect-WG 탄소중립 ESG ETN,"10,190",0,0.00%,0,102,"1,000",0.00,0,N/A,N/A
1625,메리츠 인버스 구리 선물 ETN(H),"10,185",0,0.00%,0,102,"1,000",0.00,0,N/A,N/A
1626,SOL 24-06 국고채액티브,"101,770",상승30,+0.03%,0,102,100,0.00,3,N/A,N/A
1627,TIGER 한중반도체(합성),"11,965",0,0.00%,0,102,850,0.00,0,N/A,N/A
1628,HANARO 탄소효율그린뉴딜,"8,420",0,0.00%,0,101,"1,200",0.00,0,N/A,N/A
1629,ARIRANG 200선물인버스2X,"5,315",상승30,+0.57%,0,101,"1,900",0.51,"4,906",N/A,N/A
1630,메리츠 은 선물 ETN(H),"10,095",0,0.00%,0,101,"1,000",0.00,0,N/A,N/A
1631,TIGER 글로벌사이버보안INDXX,"9,345",하락20,-0.21%,0,101,"1,080",5.61,32,N/A,N/A
1632,삼성 인버스 구리 선물 ETN(H),"10,090",0,0.00%,0,101,"1,000",0.00,0,N/A,N/A
1633,SOL 유럽탄소배출권선물S&P(H),"14,380",하락90,-0.62%,0,101,700,0.00,152,N/A,N/A
1634,메리츠 3X 레버리지 국채10년 ETN,"20,130",하락175,-0.86%,0,101,500,0.00,101,N/A,N/A
1635,마이다스 KoreaStock액티브,"19,085",0,0.00%,0,100,525,0.00,0,N/A,N/A
1636,삼성 은 선물 ETN(H),"9,980",0,0.00%,0,100,"1,000",0.00,0,N/A,N/A
1637,대신 S&P500 VIX S/T 선물 ETN,"9,950",하락80,-0.80%,0,100,"1,000",0.00,596,N/A,N/A
1638,KODEX 200동일가중,"10,970",상승5,+0.05%,0,99,900,0.00,1,N/A,N/A
1639,메리츠 인버스 3X 국채3년 ETN,"19,725",0,0.00%,0,99,500,0.00,0,N/A,N/A
1640,KODEX 미국ETF산업Top10 Indxx,"11,600",상승110,+0.96%,0,99,850,0.00,"1,515",N/A,N/A
1641,TIGER 유로스탁스레버리지(합성 H),"9,835",상승75,+0.77%,0,98,"1,000",0.00,33,N/A,N/A
1642,메리츠 인버스 3X 국채10년 ETN,"19,615",상승115,+0.59%,0,98,500,0.00,8,N/A,N/A
1643,메리츠 인버스 3X 국채5년 ETN,"19,555",0,0.00%,0,98,500,0.00,0,N/A,N/A
1644,KODEX 혁신기술테마액티브,"12,215",0,0.00%,0,98,800,0.00,51,N/A,N/A
1645,TRUE 블룸버그 인도네시아 대표원자재 ETN,"9,770",하락50,-0.51%,0,98,"1,000",0.00,99,N/A,N/A
1646,KODEX MSCI Korea,"16,250",0,0.00%,0,98,600,0.00,0,N/A,N/A
1647,KB 인버스 2X S&P 500 선물 ETN,"9,730",상승75,+0.78%,0,97,"1,000",0.00,2,N/A,N/A
1648,TRUE 인버스 2X S&P500 선물 ETN(H),"1,945",하락5,-0.26%,0,97,"5,000",0.00,"4,838",N/A,N/A
1649,KODEX TDF2030액티브,"10,775",상승10,+0.09%,0,97,900,0.00,41,N/A,N/A
1650,KOSEF 국고채10년레버리지,"107,620",하락740,-0.68%,0,97,90,0.00,131,N/A,N/A
1651,하나 코스닥150 선물 ETN,"9,675",하락145,-1.48%,0,97,"1,000",0.00,2,N/A,N/A
1652,메리츠 인버스 국채5년 ETN,"9,670",0,0.00%,0,97,"1,000",0.00,0,N/A,N/A
1653,메리츠 인버스 2X 국채3년 ETN,"9,670",0,0.00%,0,97,"1,000",0.00,0,N/A,N/A
1654,삼성 인버스 나스닥 100 ETN(H),"9,670",상승20,+0.21%,0,97,"1,000",0.00,62,N/A,N/A
1655,TIGER 200커버드콜ATM,"8,765",상승15,+0.17%,0,96,"1,100",0.00,"6,597",N/A,N/A
1656,KOSEF KRX100,"5,340",0,0.00%,0,96,"1,800",0.00,80,N/A,N/A
1657,KODEX 미국S&P바이오(합성),"23,630",상승465,+2.01%,0,96,406,0.00,"1,147",N/A,N/A
1658,ARIRANG KRX300,"15,980",0,0.00%,0,96,600,0.00,0,N/A,N/A
1659,KOSEF 미국달러선물인버스,"8,925",하락25,-0.28%,0,95,"1,070",0.00,570,N/A,N/A
1660,하나 인버스 2X 코스닥150 선물 ETN,"9,505",상승320,+3.48%,0,95,"1,000",0.00,"1,893",N/A,N/A
1661,신한 레버리지 Russell 2000 ETN,"9,495",상승35,+0.37%,0,95,"1,000",0.00,510,N/A,N/A
1662,ACE 미국IT인터넷S&P(합성 H),"11,850",하락75,-0.63%,0,95,800,0.00,3,N/A,N/A
1663,KBSTAR KRX300레버리지,"13,525",상승200,+1.50%,0,95,700,0.00,1,N/A,N/A
1664,삼성 인버스 China A50 선물 ETN(H),"9,460",0,0.00%,0,95,"1,000",0.00,0,N/A,N/A
1665,하나 인버스 2X 콩 선물 ETN(H),"9,460",상승125,+1.34%,0,95,"1,000",0.00,"2,390",N/A,N/A
1666,삼성 구리 선물 ETN(H),"9,455",0,0.00%,0,95,"1,000",0.00,0,N/A,N/A
1667,TRUE 코스닥 150 ETN,"9,450",하락135,-1.41%,0,94,"1,000",0.00,2,N/A,N/A
1668,대신 인버스 2X 코스닥 150 선물 ETN,"9,445",상승255,+2.77%,0,94,"1,000",0.00,"1,628",N/A,N/A
1669,메리츠 구리 선물 ETN(H),"9,425",0,0.00%,0,94,"1,000",0.00,0,N/A,N/A
1670,SOL 차이나태양광CSI(합성),"7,835",상승5,+0.06%,0,94,"1,200",0.00,216,N/A,N/A
1671,TRUE 블룸버그 WTI원유 선물 ETN,"9,395",하락165,-1.73%,0,94,"1,000",0.00,2,N/A,N/A
1672,삼성 블룸버그 WTI원유 선물 ETN,"9,350",하락195,-2.04%,0,94,"1,000",0.00,2,N/A,N/A
1673,ACE 글로벌브랜드TOP10블룸버그,"11,660",상승10,+0.09%,0,93,800,0.00,152,N/A,N/A
1674,TRUE 인버스 유로스탁스50 ETN(H) C,"9,325",0,0.00%,0,93,"1,000",0.00,0,N/A,N/A
1675,삼성 나스닥 100 ETN(H),"9,280",하락35,-0.38%,0,93,"1,000",0.00,2,N/A,N/A
1676,삼성 인버스 금 선물 ETN(H),"9,270",0,0.00%,0,93,"1,000",0.00,0,N/A,N/A
1677,ACE 레버리지,"6,595",하락20,-0.30%,0,92,"1,400",0.02,407,N/A,N/A
1678,ARIRANG 고배당저변동50,"11,535",하락5,-0.04%,0,92,800,0.00,5,N/A,N/A
1679,TREX 펀더멘탈 200,"36,785",0,0.00%,0,92,250,0.08,0,N/A,N/A
1680,메리츠 인버스 2X 국채5년 ETN,"9,190",0,0.00%,0,92,"1,000",0.00,0,N/A,N/A
1681,메리츠 인버스 은 선물 ETN(H),"9,175",0,0.00%,0,92,"1,000",0.00,0,N/A,N/A
1682,KODEX 미국스마트모빌리티S&P,"5,725",하락35,-0.61%,0,92,"1,600",0.00,681,N/A,N/A
1683,삼성 인버스 코스닥 150 선물 ETN,"9,160",상승130,+1.44%,0,92,"1,000",0.00,"2,630",N/A,N/A
1684,FOCUS 혁신기업액티브,"8,290",0,0.00%,0,91,"1,100",0.00,0,N/A,N/A
1685,KODEX Fn웹툰&드라마,"5,050",하락70,-1.37%,0,91,"1,800",0.00,"7,285",N/A,N/A
1686,하나 인버스 코스닥150 선물 ETN,"9,060",상승70,+0.78%,0,91,"1,000",0.00,2,N/A,N/A
1687,ARIRANG 200선물레버리지,"30,195",하락140,-0.46%,0,91,300,0.00,114,N/A,N/A
1688,ACE 미국달러단기채권액티브,"10,040",상승25,+0.25%,0,90,900,0.00,111,N/A,N/A
1689,TIGER 미국나스닥넥스트100,"10,620",0,0.00%,0,90,850,5.44,0,N/A,N/A
1690,삼성 인버스 은 선물 ETN(H),"9,010",하락115,-1.26%,0,90,"1,000",0.00,87,N/A,N/A
1691,KB 인버스 2X 구리 선물 ETN(H),"18,010",하락105,-0.58%,0,90,500,0.00,40,N/A,N/A
1692,메리츠 레버리지 국채10년 ETN,"8,995",0,0.00%,0,90,"1,000",0.00,0,N/A,N/A
1693,ACE 미국하이일드액티브(H),"9,960",하락30,-0.30%,0,90,900,0.00,"20,140",N/A,N/A
1694,메리츠 인버스 3X 국채30년 ETN,"44,690",상승580,+1.31%,0,89,200,0.00,"1,627",N/A,N/A
1695,메리츠 CSI 300 ETN,"8,895",0,0.00%,0,89,"1,000",0.00,0,N/A,N/A
1696,TIGER S&P글로벌인프라(합성),"12,640",0,0.00%,0,88,700,0.00,416,N/A,N/A
1697,신한 인버스 달러인덱스 선물 ETN(H),"8,790",상승25,+0.29%,0,88,"1,000",0.00,12,N/A,N/A
1698,대신 2X 알루미늄 선물 ETN(H),"8,790",상승190,+2.21%,0,88,"1,000",0.00,33,N/A,N/A
1699,KOSEF 미국나스닥100(H),"10,980",상승10,+0.09%,0,88,800,0.00,"11,779",N/A,N/A
1700,KOSEF Fn중소형,"21,930",하락110,-0.50%,0,88,400,0.00,5,N/A,N/A
1701,KBSTAR 미국빅데이터Top3채권혼합iSelect,"10,955",상승25,+0.23%,0,88,800,0.00,"1,198",N/A,N/A
1702,삼성 FnGuide 웹 3.0 ETN,"8,760",하락40,-0.45%,0,88,"1,000",0.00,2,N/A,N/A
1703,ACE 중장기국공채액티브,"98,425",상승35,+0.04%,0,88,89,0.00,1,N/A,N/A
1704,KODEX 콩선물(H),"14,545",하락60,-0.41%,0,87,600,0.00,27,N/A,N/A
1705,KBSTAR KQ고배당,"13,420",하락95,-0.70%,0,87,650,0.00,230,N/A,N/A
1706,메리츠 미국채30년 ETN(H),"8,715",상승30,+0.35%,0,87,"1,000",0.00,126,N/A,N/A
1707,TREX 200,"34,510",하락110,-0.32%,0,86,250,0.00,1,N/A,N/A
1708,KOSEF 미국S&P500(H),"10,765",상승5,+0.05%,0,86,800,0.00,95,N/A,N/A
1709,미래에셋 인버스 에너지화학 Core5 ETN,"4,300",0,0.00%,0,86,"2,000",0.00,0,N/A,N/A
1710,ACE 중국본토CSI300레버리지(합성),"3,905",상승5,+0.13%,0,86,"2,200",3.88,"5,637",N/A,N/A
1711,KB FnGuide 언택트 ETN,"8,590",하락5,-0.06%,0,86,"1,000",0.00,2,N/A,N/A
1712,일양약품우,"19,300",상승110,+0.57%,"2,500",86,445,0.27,10,19.59,N/A
1713,TIGER 우선주,"12,185",하락110,-0.89%,0,85,700,0.00,"3,164",N/A,N/A
1714,HANARO KAP초장기국고채,"38,350",하락90,-0.23%,0,85,222,0.00,410,N/A,N/A
1715,TIMEFOLIO K컬처액티브,"7,700",하락130,-1.66%,0,85,"1,100",0.00,84,N/A,N/A
1716,HANARO CAPEX설비투자iSelect,"10,550",하락15,-0.14%,0,84,800,0.00,1,N/A,N/A
1717,KB 레버리지 은 선물 ETN(H),"16,855",0,0.00%,0,84,500,0.00,0,N/A,N/A
1718,덕성우,"6,040",하락50,-0.82%,500,84,"1,392",1.09,261,41.09,N/A
1719,SOL 미국TOP5채권혼합40 Solactive,"10,505",상승20,+0.19%,0,84,800,0.00,290,N/A,N/A
1720,ARIRANG 미국S&P500,"10,495",상승25,+0.24%,0,84,800,0.00,168,N/A,N/A
1721,신한 인버스 은 선물 ETN(H),"4,185",하락65,-1.53%,0,84,"2,000",0.00,105,N/A,N/A
1722,KODEX 한중전기차(합성),"11,890",0,0.00%,0,83,700,0.00,11,N/A,N/A
1723,TIGER 이머징마켓MSCI레버리지(합성 H),"7,295",0,0.00%,0,83,"1,140",0.00,0,N/A,N/A
1724,KOSEF 블루칩,"8,315",하락5,-0.06%,0,83,"1,000",0.00,108,N/A,N/A
1725,HANARO 글로벌워터MSCI(합성),"10,375",상승120,+1.17%,0,83,800,0.00,1,N/A,N/A
1726,크라운제과우,"10,720",하락20,-0.19%,200,83,774,0.46,453,5.27,N/A
1727,삼성 코스피 양매도 5% OTM ETN,"8,285",0,0.00%,0,83,"1,000",0.00,0,N/A,N/A
