0,1,2,3,4,5,6,7,8,9,10,11
987,ACE KRX금현물,"12,170",상승65,+0.54%,0,657,"5,400",0.16,"51,096",N/A,N/A
988,하나 블룸버그 -2X 천연가스 선물 ETN(H),"65,485","하락4,845",-6.89%,0,655,"1,000",0.00,"1,904",N/A,N/A
989,TIGER 미국S&P500레버리지(합성 H),"25,580",상승55,+0.22%,0,655,"2,560",0.00,"12,526",N/A,N/A
990,메리츠 블룸버그 -2X 천연가스 선물 ETN(H),"65,425","하락5,095",-7.22%,0,654,"1,000",0.00,715,N/A,N/A
991,갤럭시아에스엠,"2,370",하락80,-3.27%,500,653,"27,550",2.58,"252,053",14.19,13.90
992,TRUE 나스닥 100 ETN,"13,045",상승110,+0.85%,0,652,"5,000",0.00,"1,607",N/A,N/A
993,핸즈코퍼레이션,"2,975",상승45,+1.54%,500,650,"21,863",0.23,"23,491",-0.89,-34.18
994,KODEX 차이나H레버리지(H),"2,275",하락15,-0.66%,0,646,"28,400",0.00,"401,017",N/A,N/A
995,유한양행우,"54,700",하락200,-0.36%,"1,000",646,"1,181",0.00,76,44.73,N/A
996,TIGER 인도니프티50,"9,785",상승35,+0.36%,0,646,"6,600",0.00,"104,023",N/A,N/A
997,삼정펄프,"25,700",상승50,+0.19%,"5,000",642,"2,500",3.05,815,-67.10,-0.45
998,계양전기,"2,355",하락55,-2.28%,500,641,"27,223",2.85,"49,997",-3.26,-15.77
999,HANARO e커머스,"11,645",하락15,-0.13%,0,640,"5,500",0.00,"3,768",N/A,N/A
1000,KR모터스,666,상승9,+1.37%,500,640,"96,138",45.45,"9,343,480",-9.65,-19.06
1001,모나미,"3,370",하락35,-1.03%,"1,000",637,"18,897",2.70,"85,966",20.30,3.05
1002,성보화학,"3,180",하락35,-1.09%,500,637,"20,020",0.64,"72,418",15.82,2.94
1003,국보,594,하락14,-2.30%,500,631,"106,179",2.21,"705,382",-1.90,-64.68
1004,ARIRANG 미국S&P500(H),"17,475",상승50,+0.29%,0,629,"3,600",0.13,"7,768",N/A,N/A
1005,KODEX 미국달러선물인버스2X,"6,780",하락75,-1.09%,0,627,"9,250",0.01,"439,391",N/A,N/A
1006,TIGER 미국필라델피아반도체레버리지(합성),"9,720",상승60,+0.62%,0,626,"6,440",0.09,"50,282",N/A,N/A
1007,화천기계,"2,840",하락20,-0.70%,500,625,"22,000",8.07,"142,864",17.53,2.80
1008,더메디팜,737,하한170,+29.98%,500,624,"84,705",1.14,"18,785,184",-1.45,-45.33
1009,GS우,"34,950",하락100,-0.29%,"5,000",624,"1,785",9.31,"2,069",1.54,N/A
1010,전방,"37,000","하락2,450",-6.21%,"5,000",622,"1,680",0.38,"18,717",0.92,38.04
1011,TIGER 차이나HSCEI,"9,685",상승45,+0.47%,0,620,"6,400",0.62,"14,866",N/A,N/A
1012,미래에셋 전기전자 Core5 ETN,"30,750",0,0.00%,0,615,"2,000",0.00,0,N/A,N/A
1013,에쓰씨엔지니어링,"1,956",상승6,+0.31%,500,611,"31,249",1.91,"490,878",11.18,15.08
1014,TIMEFOLIO Kstock액티브,"9,075",상승35,+0.39%,0,608,"6,700",0.00,"500,745",N/A,N/A
1015,KODEX 건설,"3,650",하락5,-0.14%,0,606,"16,600",0.59,"1,154,855",N/A,N/A
1016,동양피스톤,"4,595",하락45,-0.97%,500,605,"13,168",1.34,"55,021",23.21,2.25
1017,KBSTAR 국고채3년선물인버스,"105,235",상승90,+0.09%,0,603,573,0.00,5,N/A,N/A
1018,대신 S&P 인버스 2X 천연가스 선물 ETN,"60,030","하락4,070",-6.35%,0,600,"1,000",0.00,255,N/A,N/A
1019,유엔젤,"4,540",하락180,-3.81%,500,599,"13,195",6.30,"161,000",27.19,4.16
1020,TIGER 코스닥150 레버리지,"13,255",하락40,-0.30%,0,596,"4,500",6.86,"73,724",N/A,N/A
1021,SJM,"3,800",하락70,-1.81%,500,593,"15,605",12.30,"65,692",12.03,2.81
1022,아센디오,700,하락2,-0.28%,500,592,"84,591",0.00,"61,995",-3.35,-43.42
1023,KB Wise 분할매매 ETN,"9,865",0,0.00%,0,592,"6,000",0.00,"9,538",N/A,N/A
1024,KBSTAR 중기우량회사채,"104,360",0,0.00%,0,592,567,0.00,201,N/A,N/A
1025,KBSTAR Fn컨택트대표,"8,585",상승100,+1.18%,0,591,"6,880",0.00,"5,832",N/A,N/A
1026,SG글로벌,"1,313",상승8,+0.61%,500,590,"44,964",1.80,"123,295",-24.31,-2.00
1027,영화금속,"1,105",하락9,-0.81%,500,590,"53,395",1.11,"204,102",122.78,0.76
1028,ACE 미국고배당S&P,"10,715",상승105,+0.99%,0,589,"5,500",0.00,"418,686",N/A,N/A
1029,HANARO 글로벌럭셔리S&P(합성),"19,560",하락90,-0.46%,0,589,"3,010",0.24,"12,871",N/A,N/A
1030,미래에셋증권우,"4,140",0,0.00%,"5,000",583,"14,076",0.49,"16,866",4.99,N/A
1031,IHQ,239,0,0.00%,500,579,"242,296",3.21,0,-0.40,-114.46
1032,TIGER 차이나바이오테크SOLACTIVE,"7,945",하락45,-0.56%,0,578,"7,280",0.89,"21,513",N/A,N/A
1033,QV 코스닥 150 ETN,"14,375",상승40,+0.28%,0,575,"4,000",0.00,2,N/A,N/A
1034,우신시스템,"3,130",하락105,-3.25%,500,573,"18,314",2.47,"115,142",20.73,3.11
1035,대림B&Co,"3,430",하락25,-0.72%,"1,000",572,"16,672",1.59,"13,697",-71.46,-0.51
1036,대신 인버스 천연가스 선물 ETN(H),"7,125",하락250,-3.39%,0,570,"8,000",0.00,"4,766",N/A,N/A
1037,화인베스틸,"1,909",하락20,-1.04%,500,569,"29,782",1.67,"39,745",-21.94,-3.30
1038,KBSTAR 금융채액티브,"101,790",상승20,+0.02%,0,568,558,0.00,32,N/A,N/A
1039,부국증권우,"18,850",상승150,+0.80%,"5,000",566,"3,000",12.38,"4,124",5.96,N/A
1040,TIGER 유로스탁스50(합성 H),"15,270",하락25,-0.16%,0,565,"3,700",0.12,"6,023",N/A,N/A
1041,미래에셋 -0.5X S&P500 VIX S/T선물 ETN(H),"22,475",상승220,+0.99%,0,562,"2,500",0.00,488,N/A,N/A
1042,이화산업,"19,890","하한4,590",+30.00%,"5,000",557,"2,800",0.29,"120,059","1,046.84",0.04
1043,TIGER KEDI혁신기업ESG30,"10,495",하락55,-0.52%,0,556,"5,300",4.64,"61,647",N/A,N/A
1044,MH에탄올,"7,490",하락40,-0.53%,500,553,"7,379",0.39,"11,498",11.08,7.71
1045,KBSTAR 대형고배당10TR,"15,505",하락45,-0.29%,0,550,"3,550",0.00,"3,615",N/A,N/A
1046,현대건설우,"52,100",하락500,-0.95%,"5,000",549,"1,055",4.94,"2,583",14.32,N/A
1047,세원이앤씨,254,0,0.00%,500,548,"215,901",5.00,0,-0.51,-51.17
1048,키움 미국달러선물 ETN,"10,950",0,0.00%,0,548,"5,000",0.00,0,N/A,N/A
1049,한국전자홀딩스,"1,166",하락14,-1.19%,500,546,"46,803",4.22,"161,401",3.37,12.01
1050,KODEX Fn성장,"14,660",하락5,-0.03%,0,542,"3,700",0.00,108,N/A,N/A
1051,선도전기,"3,000",0,0.00%,500,540,"18,000",5.49,0,-2.71,-28.99
1052,원림,"23,300",하락150,-0.64%,"5,000",535,"2,298",2.09,"39,933",7.44,6.53
1053,KODEX 200미국채혼합,"12,385",상승15,+0.12%,0,535,"4,320",0.36,"30,885",N/A,N/A
1054,롯데칠성우,"68,900",0,0.00%,500,534,775,7.53,882,5.39,N/A
1055,TIGER 코스닥150선물인버스,"3,990",상승15,+0.38%,0,533,"13,350",1.05,"444,994",N/A,N/A
1056,HANARO 32-10 국고채액티브,"53,160",상승25,+0.05%,0,532,"1,000",0.10,"1,885",N/A,N/A
1057,평화홀딩스,"3,625",하락200,-5.23%,500,530,"14,625",15.56,"146,578",-3.77,-14.93
1058,대림통상,"3,480",하락90,-2.52%,"1,000",530,"15,225",0.78,"7,012",13.98,4.87
1059,KB 인버스 천연가스 선물 ETN,"11,725",하락360,-2.98%,0,528,"4,500",0.00,"11,574",N/A,N/A
1060,미래에셋 레버리지 코스피200 선물 ETN,"26,275",하락210,-0.79%,0,526,"2,000",0.00,"20,641",N/A,N/A
1061,진양화학,"3,325",상승80,+2.47%,500,525,"15,800",0.75,"98,583",-41.56,-3.70
1062,진양폴리,"5,190",하락290,-5.29%,500,519,"10,000",0.57,"1,174,214",14.87,11.61
1063,TIGER 미국나스닥100커버드콜(합성),"9,955",상승55,+0.56%,0,518,"5,200",0.44,"104,116",N/A,N/A
1064,키움 코스피 200 ETN,"10,320",하락10,-0.10%,0,516,"5,000",0.00,"25,100",N/A,N/A
1065,동일제강,"2,540",하락10,-0.39%,500,516,"20,300",2.53,"126,642",15.39,2.15
1066,TRUE 인버스 2X 나스닥 100 ETN,"1,705",상승20,+1.19%,0,512,"30,000",0.04,"116,475",N/A,N/A
1067,DL이앤씨2우(전환),"24,150",상승300,+1.26%,"5,000",510,"2,112",5.34,"7,923",2.51,N/A
1068,히어로즈 종합채권(AA-이상)액티브,"99,985",하락80,-0.08%,0,510,510,0.00,5,N/A,N/A
1069,ARIRANG ESG가치주액티브,"8,085",하락35,-0.43%,0,509,"6,300",0.00,518,N/A,N/A
1070,DL우,"30,200",상승300,+1.00%,"5,000",509,"1,686",6.85,"2,677",11.27,N/A
1071,KODEX 미국달러SOFR금리액티브(합성),"10,180",상승65,+0.64%,0,509,"5,000",0.00,"226,897",N/A,N/A
1072,KODEX WTI원유선물인버스(H),"4,635",상승65,+1.42%,0,504,"10,875",0.00,"478,073",N/A,N/A
1073,남양유업우,"301,000",0,0.00%,"5,000",502,167,51.56,148,-3.40,N/A
1074,KODEX 차이나H,"16,985",하락5,-0.03%,0,501,"2,950",27.75,"4,927",N/A,N/A
1075,SJM홀딩스,"3,350",상승10,+0.30%,500,500,"14,934",5.74,"21,885",29.13,1.15
1076,HANARO Fn K-뉴딜디지털플러스,"9,825",하락95,-0.96%,0,496,"5,050",0.00,"3,488",N/A,N/A
1077,TIGER 테슬라채권혼합Fn,"10,410",하락10,-0.10%,0,494,"4,750",0.67,"51,148",N/A,N/A
1078,세기상사,"8,890",상승10,+0.11%,500,494,"5,559",1.68,"8,109",-33.55,-5.63
1079,페이퍼코리아,"1,032",하락22,-2.09%,500,491,"47,567",0.71,"71,715",-25.80,-3.42
1080,KODEX 차이나과창판STAR50(합성),"8,890",하락5,-0.06%,0,489,"5,500",0.00,"2,803",N/A,N/A
1081,미래아이앤지,350,0,0.00%,100,488,"139,418",3.17,0,-15.22,N/A
1082,KODEX K-신재생에너지액티브,"15,000",상승150,+1.01%,0,488,"3,250",2.73,"105,867",N/A,N/A
1083,케이탑리츠,"1,010",상승5,+0.50%,"1,000",485,"48,061",15.02,"903,675",4.83,11.11
1084,키움 코스닥 150 ETN,"12,060",하락15,-0.12%,0,482,"4,000",0.00,100,N/A,N/A
1085,ACE 미국30년국채액티브(H),"9,845",하락120,-1.20%,0,482,"4,900",0.00,"850,309",N/A,N/A
1086,QV 레버리지 S&P500 ETN,"24,085",상승305,+1.28%,0,482,"2,000",0.00,2,N/A,N/A
1087,TIGER 레버리지,"16,000",하락40,-0.25%,0,480,"3,000",10.90,"20,238",N/A,N/A
1088,TIGER 글로벌BBIG액티브,"10,275",상승65,+0.64%,0,479,"4,660",0.00,"6,852",N/A,N/A
1089,삼성 코스닥 150 ETN,"9,565",상승10,+0.10%,0,478,"5,000",0.00,2,N/A,N/A
1090,청호ICT,"2,490",0,0.00%,500,477,"19,162",1.51,0,-9.69,-20.57
1091,KODEX 헬스케어,"12,445",하락230,-1.81%,0,473,"3,800",0.00,"78,117",N/A,N/A
1092,태원물산,"6,210",상승210,+3.50%,500,472,"7,600",2.21,"108,237",-34.69,-4.47
1093,KODEX 코스피TR,"12,410",하락35,-0.28%,0,472,"3,800",0.01,"155,419",N/A,N/A
1094,우진아이엔에스,"6,180",하락60,-0.96%,500,471,"7,622",2.12,"4,994",-14.17,-3.49
1095,TIGER 글로벌클라우드컴퓨팅INDXX,"8,430",상승165,+2.00%,0,469,"5,560",0.76,"9,863",N/A,N/A
1096,KODEX K-로봇액티브,"12,905",하락170,-1.30%,0,465,"3,600",0.00,"227,294",N/A,N/A
1097,호텔신라우,"61,200",상승900,+1.49%,"5,000",460,752,2.02,"2,838",-48.80,N/A
1098,ACE 인도네시아MSCI(합성),"11,205",상승95,+0.86%,0,459,"4,100",0.00,"12,316",N/A,N/A
1099,에셋플러스 글로벌플랫폼액티브,"6,125",상승10,+0.16%,0,459,"7,500",0.14,"10,448",N/A,N/A
1100,ACE 단기채권알파액티브,"102,440",상승5,0.00%,0,458,447,0.00,305,N/A,N/A
1101,KODEX 아시아달러채권SRI플러스액티브,"50,740",상승150,+0.30%,0,457,900,0.00,15,N/A,N/A
1102,ACE 글로벌반도체TOP4 Plus SOLACTIVE,"12,290",하락45,-0.36%,0,455,"3,700",0.05,"44,769",N/A,N/A
1103,KODEX 미국S&P500배당귀족커버드콜(합성 H),"9,185",상승15,+0.16%,0,450,"4,900",0.23,"13,084",N/A,N/A
1104,바다로19호,"2,960",하락15,-0.50%,"5,000",450,"15,200",0.90,"22,453",3.98,24.64
1105,TIGER 인버스,"5,105",상승10,+0.20%,0,449,"8,800",7.07,"982,806",N/A,N/A
1106,삼성 블룸버그 인버스 2X WTI원유 선물 ETN,"17,885",상승575,+3.32%,0,447,"2,500",0.00,"68,221",N/A,N/A
1107,SOL 미국S&P500,"11,380",상승70,+0.62%,0,444,"3,900",0.04,"27,285",N/A,N/A
1108,KODEX 철강,"10,020",하락85,-0.84%,0,442,"4,410",0.17,"295,012",N/A,N/A
1109,동원금속,936,하락21,-2.19%,500,438,"46,755",3.25,"231,112",2.21,48.51
1110,삼성 레버리지 은 선물 ETN(H),"14,560",하락475,-3.16%,0,437,"3,000",0.00,"17,130",N/A,N/A
1111,SOL 국고채10년,"104,770",하락120,-0.11%,0,435,415,0.01,"1,349",N/A,N/A
1112,세우글로벌,"1,513",하락38,-2.45%,500,434,"28,705",4.15,"112,764",28.55,3.39
1113,DL이앤씨우,"20,500",상승50,+0.24%,"5,000",433,"2,114",5.31,"2,419",2.13,N/A
1114,TRUE 코스피 200 ETN,"8,595",상승40,+0.47%,0,430,"5,000",0.00,2,N/A,N/A
1115,WISCOM,"2,800",상승50,+1.82%,500,429,"15,326",1.65,"153,982",-5.79,-6.38
1116,파워 200,"34,325",하락75,-0.22%,0,429,"1,250",0.00,104,N/A,N/A
1117,삼성 코스피 200 ETN,"8,545",하락15,-0.18%,0,427,"5,000",0.00,"31,997",N/A,N/A
1118,삼성 미국 대형 성장주 ETN,"21,195",상승130,+0.62%,0,424,"2,000",0.00,2,N/A,N/A
1119,에넥스,703,하락12,-1.68%,500,422,"59,992",1.02,"213,381",-1.80,-42.38
1120,비비안,"1,415",하락13,-0.91%,500,422,"29,794",1.99,"155,001",-5.24,-8.06
1121,참엔지니어링,716,하락6,-0.83%,500,421,"58,867",2.74,"231,407",-19.89,-2.71
1122,동양고속,"14,530",하락60,-0.41%,"5,000",421,"2,896",0.32,"1,813",-3.29,-16.07
1123,TIGER 퓨처모빌리티액티브,"10,985",하락95,-0.86%,0,420,"3,820",0.27,"13,003",N/A,N/A
1124,유화증권우,"2,400",하락20,-0.83%,"1,000",419,"17,476",0.00,"1,487",42.11,N/A
1125,SOL KIS단기통안채,"103,225",상승10,+0.01%,0,419,406,0.00,201,N/A,N/A
1126,미래에셋 인버스 2X 원유선물혼합 ETN(H),"16,675",상승420,+2.58%,0,417,"2,500",0.00,"71,640",N/A,N/A
1127,신한 레버리지 금 선물 ETN,"20,815",하락160,-0.76%,0,416,"2,000",0.00,"5,391",N/A,N/A
1128,TIGER 미국나스닥바이오,"20,565",상승250,+1.23%,0,415,"2,020",0.00,"12,762",N/A,N/A
1129,ACE 삼성그룹섹터가중,"15,960",하락30,-0.19%,0,415,"2,600",0.02,"1,605",N/A,N/A
1130,미래에셋 원자재 선물 ETN(H),"13,800",상승30,+0.22%,0,414,"3,000",0.00,88,N/A,N/A
1131,한국주강,"3,650",하락230,-5.93%,500,413,"11,309",3.41,"489,822",24.01,5.95
1132,SHD,"33,850",하락750,-2.17%,"5,000",411,"1,215",1.03,"9,960",3.80,23.51
1133,KOSEF 통안채1년,"102,785",하락10,-0.01%,0,411,400,0.00,115,N/A,N/A
1134,진도,"3,285",상승10,+0.31%,500,409,"12,448",2.63,"77,154",8.95,4.46
1135,KODEX 증권,"6,370",상승5,+0.08%,0,408,"6,400",0.48,"70,764",N/A,N/A
1136,TBH글로벌,"1,952",하락37,-1.86%,500,407,"20,857",4.21,"51,664",8.27,N/A
1137,KODEX 미국달러선물인버스,"8,630",하락45,-0.52%,0,406,"4,710",0.36,"59,078",N/A,N/A
1138,윌비스,601,하락4,-0.66%,"1,000",404,"67,236",3.37,"217,536",-4.32,-9.03
1139,동원수산,"8,670",하락20,-0.23%,"5,000",403,"4,654",4.54,"33,179",6.53,10.36
1140,주연테크,678,하락10,-1.45%,200,401,"59,199",2.48,"212,946",-7.14,-12.91
1141,TIGER KRX인터넷K-뉴딜,"4,170",하락95,-2.23%,0,400,"9,600",0.04,"173,161",N/A,N/A
1142,SK디스커버리우,"29,250",하락100,-0.34%,"5,000",397,"1,358",0.85,"9,321",1.40,N/A
1143,한화갤러리아우,"13,590",하락860,-5.95%,500,395,"2,904",3.25,"335,676",N/A,N/A
1144,미래에셋 KRX금현물 Auto-KO-C 2312-01 ETN,"12,810",하락5,-0.04%,0,384,"3,000",0.00,681,N/A,N/A
1145,TIGER 미국나스닥100TR(H),"10,970",하락5,-0.05%,0,384,"3,500",3.96,"56,191",N/A,N/A
1146,TRUE 코스피 양매도 3% OTM ETN,"7,670",0,0.00%,0,384,"5,000",0.00,0,N/A,N/A
1147,KB 레버리지 S&P 500 선물 ETN(H),"9,530",상승55,+0.58%,0,381,"4,000",0.00,73,N/A,N/A
1148,형지엘리트,"1,223",하락9,-0.73%,500,381,"31,155",0.88,"81,582",5.64,12.63
1149,KBSTAR 게임테마,"11,355",하락165,-1.43%,0,380,"3,350",0.08,"8,875",N/A,N/A
1150,KODEX 차이나심천ChiNext(합성),"10,960",상승50,+0.46%,0,379,"3,459",1.39,"5,692",N/A,N/A
1151,TRUE 레버리지 코스닥 150 선물 ETN,"37,490",하락105,-0.28%,0,375,"1,000",0.00,333,N/A,N/A
1152,대신 레버리지 코스닥 150 선물 ETN,"37,475",0,0.00%,0,375,"1,000",0.00,0,N/A,N/A
1153,하나 레버리지 코스닥150 선물 ETN,"37,465",상승25,+0.07%,0,375,"1,000",0.00,2,N/A,N/A
1154,삼성 레버리지 코스닥150 선물 ETN,"37,460",상승75,+0.20%,0,375,"1,000",0.00,"1,384",N/A,N/A
1155,경인전자,"23,800",하락200,-0.83%,"5,000",374,"1,571",11.34,"2,830",13.81,4.38
1156,SOL 200 Top10,"8,685",하락60,-0.69%,0,373,"4,300",2.12,483,N/A,N/A
1157,삼성 미국 대형 성장주 ETN(H),"18,505",하락10,-0.05%,0,370,"2,000",0.00,5,N/A,N/A
1158,SUN&L,"2,935",상승55,+1.91%,"1,000",370,"12,608",0.50,"25,291",-2.03,-11.08
1159,두산퓨얼셀2우B,"12,300",하락140,-1.13%,100,367,"2,986",0.30,"5,064",261.70,N/A
1160,세방우,"9,950",하락100,-1.00%,500,367,"3,689",11.93,"16,578",2.17,N/A
1161,신한 레버리지 S&P500 선물 ETN,"18,220",상승180,+1.00%,0,364,"2,000",0.00,418,N/A,N/A
1162,KODEX 미국달러선물레버리지,"12,500",상승130,+1.05%,0,364,"2,910",0.00,"59,099",N/A,N/A
1163,삼성 레버리지 China A50 선물 ETN(H),"36,265",상승695,+1.95%,0,363,"1,000",0.00,271,N/A,N/A
1164,삼성 미국 대형 가치주 ETN,"18,060",0,0.00%,0,361,"2,000",0.00,0,N/A,N/A
1165,삼성 레버리지 나스닥 100 ETN(H),"9,015",하락20,-0.22%,0,361,"4,000",0.00,"154,496",N/A,N/A
1166,신한 구리 선물 ETN(H),"18,000",하락205,-1.13%,0,360,"2,000",0.00,42,N/A,N/A
1167,KODEX IT,"17,995",상승45,+0.25%,0,360,"2,000",0.00,"8,024",N/A,N/A
1168,삼화전자,"2,965",하락35,-1.17%,"1,000",359,"12,103",4.46,"15,396",-5.36,-45.31
1169,TRUE 블룸버그 인버스 2X WTI원유 선물 ETN,"17,940",상승615,+3.55%,0,359,"2,000",0.00,"7,878",N/A,N/A
1170,KODEX KRX기후변화솔루션,"12,730",상승95,+0.75%,0,356,"2,800",0.00,"2,630",N/A,N/A
1171,삼성 블룸버그 레버리지 WTI원유 선물 ETN,"14,200",하락295,-2.04%,0,355,"2,500",0.00,"66,473",N/A,N/A
1172,부산주공,486,0,0.00%,500,354,"72,929",4.72,0,-4.08,-35.10
1173,제이준코스메틱,"7,890",상승100,+1.28%,500,354,"4,485",0.48,"20,950",-1.40,-42.29
1174,KB 천연가스 선물 ETN(H),"7,055",상승205,+2.99%,0,353,"5,000",0.00,"272,831",N/A,N/A
1175,신풍,"1,007",하락3,-0.30%,500,352,"34,959",0.87,"55,951",-4.66,-8.89
1176,대교우B,"1,804",상승2,+0.11%,500,350,"19,427",2.92,"34,353",-1.40,N/A
1177,TIGER 탄소효율그린뉴딜,"8,490",상승10,+0.12%,0,348,"4,100",0.00,"6,288",N/A,N/A
1178,대신 인버스 2X 알루미늄 선물 ETN(H),"34,745",하락90,-0.26%,0,347,"1,000",0.00,1,N/A,N/A
1179,KODEX 미국배당프리미엄액티브,"10,215",상승75,+0.74%,0,347,"3,400",0.25,"146,750",N/A,N/A
1180,KOSEF 미국달러선물,"14,200",상승80,+0.57%,0,346,"2,440",0.37,"1,079",N/A,N/A
1181,TIGER 차이나클린에너지SOLACTIVE,"8,385",상승185,+2.26%,0,345,"4,120",0.81,"21,484",N/A,N/A
1182,유안타증권우,"2,665",하락35,-1.30%,"5,000",344,"12,912",0.38,"15,807",12.57,N/A
1183,QV 코스피 200 ETN,"34,300",상승195,+0.57%,0,343,"1,000",0.00,2,N/A,N/A
1184,TIGER 미국S&P500배당귀족,"10,375",상승140,+1.37%,0,342,"3,300",3.06,"49,127",N/A,N/A
1185,대신343 K200,"34,010",하락20,-0.06%,0,340,"1,000",0.00,"2,513",N/A,N/A
1186,QV S&P500 버퍼10% 9월 ETN,"11,330",0,0.00%,0,340,"3,000",0.00,0,N/A,N/A
1187,삼성 레버리지 금 선물 ETN(H),"33,870",하락430,-1.25%,0,339,"1,000",0.00,"59,517",N/A,N/A
1188,한성기업,"5,410",상승20,+0.37%,"5,000",336,"6,210",2.45,"17,126",23.73,2.92
1189,HANARO 200선물레버리지,"18,155",하락95,-0.52%,0,336,"1,850",0.00,362,N/A,N/A
1190,QV S&P500 VIX S/T 선물 ETN D,"16,785",하락330,-1.93%,0,336,"2,000",0.00,630,N/A,N/A
1191,성문전자,"1,721",하락29,-1.66%,500,335,"19,487",1.56,"30,361",16.87,6.56
1192,HANARO 단기채권액티브,"102,880",0,0.00%,0,331,322,0.00,9,N/A,N/A
1193,하나 레버리지 콩 선물 ETN(H),"33,035",0,0.00%,0,330,"1,000",0.00,0,N/A,N/A
1194,KB 레버리지 나스닥 100 ETN,"10,945",상승60,+0.55%,0,328,"3,000",0.00,"11,114",N/A,N/A
1195,BYC우,"151,900",상승100,+0.07%,"5,000",327,215,0.00,45,3.62,N/A
1196,QV 블룸버그 -2X 천연가스 선물 ETN(H),"65,395","하락4,960",-7.05%,0,327,500,0.00,27,N/A,N/A
1197,신한 레버리지 다우존스지수 선물 ETN(H),"32,640",상승145,+0.45%,0,326,"1,000",0.00,174,N/A,N/A
1198,KOSEF 국고채3년,"108,785",하락80,-0.07%,0,326,300,0.01,233,N/A,N/A
1199,카프로,815,상승138,+20.38%,500,326,"40,000",4.41,"8,967,992",-0.18,-244.03
1200,KODEX 유럽탄소배출권선물ICE(H),"14,210",하락150,-1.04%,0,325,"2,290",0.84,"26,066",N/A,N/A
1201,KODEX 200ESG,"12,490",상승5,+0.04%,0,325,"2,600",0.00,"1,743",N/A,N/A
1202,TIGER 원유선물Enhanced(H),"4,475",하락50,-1.10%,0,324,"7,250",0.44,"67,370",N/A,N/A
1203,모두투어리츠,"4,105",상승195,+4.99%,"5,000",321,"7,827",0.12,"183,091",3.06,N/A
1204,삼성 미국 대형 가치주 ETN(H),"16,035",상승135,+0.85%,0,321,"2,000",0.00,15,N/A,N/A
1205,롯데지주우,"39,750",하락650,-1.61%,200,320,806,0.38,"1,471",24.63,N/A
1206,삼성 China A50 선물 ETN(H),"16,010",상승130,+0.82%,0,320,"2,000",0.00,20,N/A,N/A
1207,KOSEF 릭소글로벌퓨처모빌리티MSCI,"9,395",상승145,+1.57%,0,319,"3,400",0.00,"7,630",N/A,N/A
1208,미래에셋 중국 심천 100 ETN,"15,955",0,0.00%,0,319,"2,000",0.00,0,N/A,N/A
1209,미래에셋 에너지화학 Core5 ETN,"15,955",0,0.00%,0,319,"2,000",0.00,0,N/A,N/A
1210,대한항공우,"28,700",0,0.00%,"5,000",319,"1,111",1.23,"2,518",5.98,N/A
1211,KODEX 차이나A50,"19,900",상승255,+1.30%,0,318,"1,600",0.00,"2,071",N/A,N/A
1212,TIGER 미국나스닥100레버리지(합성),"9,335",상승105,+1.14%,0,317,"3,400",5.23,"69,279",N/A,N/A
1213,KODEX 미디어&엔터테인먼트,"13,785",하락170,-1.22%,0,317,"2,300",0.02,"61,375",N/A,N/A
1214,TIGER 200 헬스케어,"17,200",하락245,-1.40%,0,316,"1,840",0.20,"34,613",N/A,N/A
1215,TIGER 리츠부동산인프라채권TR KIS,"4,790",0,0.00%,0,316,"6,600",0.00,"1,433",N/A,N/A
1216,메리츠 3X 레버리지 국채30년 ETN,"52,600",하락380,-0.72%,0,316,600,1.19,"8,992",N/A,N/A
1217,TIGER KRX기후변화솔루션,"12,775",상승95,+0.75%,0,313,"2,450",0.00,"5,369",N/A,N/A
1218,TIGER S&P글로벌헬스케어(합성),"20,530",하락55,-0.27%,0,312,"1,520",0.00,"2,801",N/A,N/A
1219,HANARO Fn전기&수소차,"9,875",하락70,-0.70%,0,311,"3,150",0.00,"25,142",N/A,N/A
1220,이스타코,723,하락3,-0.41%,500,310,"42,852",1.03,"113,124",-6.18,-10.50
1221,미래에셋 레버리지 옥수수 선물 ETN,"30,875","상승1,025",+3.43%,0,309,"1,000",0.00,240,N/A,N/A
1222,TIGER 200IT레버리지,"38,570",하락40,-0.10%,0,309,800,0.00,"5,877",N/A,N/A
1223,KBSTAR 국채선물5년추종인버스,"53,925",상승80,+0.15%,0,307,570,0.00,7,N/A,N/A
1224,TIGER 골드선물(H),"13,960",하락90,-0.64%,0,307,"2,200",0.26,"25,325",N/A,N/A
1225,한솔PNS,"1,490",하락7,-0.47%,500,305,"20,493",1.74,"56,207",16.20,4.02
1226,TIGER Fn신재생에너지,"10,890",하락10,-0.09%,0,305,"2,800",0.20,"104,367",N/A,N/A
1227,TIGER 삼성그룹펀더멘털,"11,115",하락105,-0.94%,0,305,"2,740",0.08,"17,203",N/A,N/A
1228,KBSTAR 중장기국공채액티브,"101,595",상승35,+0.03%,0,304,299,0.00,16,N/A,N/A
1229,한국ANKOR유전,428,하락41,-8.74%,0,300,"70,020",0.00,"50,845,301",N/A,N/A
1230,신한 금 선물 ETN(H),"14,955",하락90,-0.60%,0,299,"2,000",0.00,"10,274",N/A,N/A
1231,삼성 인버스 2X 나스닥 100 ETN(H),"5,955",상승10,+0.17%,0,298,"5,000",0.00,"58,263",N/A,N/A
1232,ACE 200TR,"21,265",하락35,-0.16%,0,298,"1,400",100.00,"4,685",N/A,N/A
