0,1,2,3,4,5,6,7,8,9,10,11
745,샘표식품,"28,900",하락250,-0.86%,500,"1,320","4,568",4.53,"4,778",10.08,5.92
746,한국화장품제조,"29,100","상승1,150",+4.11%,500,"1,319","4,532",1.89,"71,230",32.70,8.94
747,KCTC,"4,370",상승50,+1.16%,500,"1,311","30,000",2.13,"386,083",4.99,11.14
748,TIGER 현대차그룹+펀더멘털,"23,785",하락340,-1.41%,0,"1,308","5,500",0.02,"47,985",N/A,N/A
749,한국내화,"3,185",하락25,-0.78%,500,"1,308","41,067",0.43,"140,780",159.25,0.34
750,웅진,"1,631",하락23,-1.39%,500,"1,304","79,927",3.64,"303,816",15.83,11.86
751,한국공항,"41,100",상승100,+0.24%,"5,000","1,301","3,166",4.30,"8,677",22.53,1.84
752,경동도시가스,"22,000",하락400,-1.79%,"2,500","1,297","5,895",17.57,"12,587",5.36,6.28
753,SOL 미국배당다우존스,"9,595",상승85,+0.89%,0,"1,295","13,500",0.37,"392,813",N/A,N/A
754,디와이파워,"11,720",하락360,-2.98%,500,"1,294","11,042",4.60,"52,008",7.25,7.66
755,미래산업,"28,200",상승100,+0.36%,500,"1,290","4,575",3.60,"255,681",15.65,9.02
756,TRUE 코스피 양매도 5% OTM ETN,"8,595",상승15,+0.17%,0,"1,289","15,000",0.00,10,N/A,N/A
757,덕양산업,"3,945",하락195,-4.71%,500,"1,285","32,565",0.24,"1,525,209",8.13,22.57
758,한국화장품,"7,900",상승330,+4.36%,500,"1,269","16,068",1.07,"125,178",213.51,2.68
759,극동유화,"3,640",하락75,-2.02%,500,"1,269","34,869",2.13,"190,437",6.35,10.63
760,TIGER 중국소비테마,"7,355",상승225,+3.16%,0,"1,258","17,100",0.07,"4,276,748",N/A,N/A
761,삼영화학,"3,675",상승55,+1.52%,500,"1,250","34,000",3.00,"488,918",46.52,5.37
762,조흥,"208,000","하락1,500",-0.72%,"5,000","1,248",600,0.00,193,11.21,N/A
763,두산퓨얼셀1우,"9,300",하락160,-1.69%,100,"1,243","13,364",15.39,"18,117",197.87,N/A
764,조선선재,"98,800",하락900,-0.90%,500,"1,243","1,258",1.72,"3,388",11.81,8.02
765,미래에셋 코스피 양매도 5% OTM ETN,"8,280",0,0.00%,0,"1,242","15,000",0.00,0,N/A,N/A
766,KBSTAR 코스닥150선물레버리지,"12,795",하락30,-0.23%,0,"1,241","9,700",0.00,"3,911",N/A,N/A
767,한국특강,"2,045",하락15,-0.73%,500,"1,239","60,590",0.26,"63,554",2.98,23.44
768,금비,"123,000","하락4,800",-3.76%,"5,000","1,230","1,000",1.04,"19,111",-8.97,-13.84
769,CJ우,"54,000","상승1,000",+1.89%,"5,000","1,221","2,260",7.49,"3,123",9.53,N/A
770,대신증권2우B,"12,200",하락80,-0.65%,"5,000","1,220","10,000",2.18,"10,066",9.13,N/A
771,KTOP K200액티브,"10,415",하락10,-0.10%,0,"1,219","11,700",0.00,"16,849",N/A,N/A
772,광명전기,"2,810",하락25,-0.88%,500,"1,218","43,338",1.65,"1,354,028",22.66,4.91
773,TIGER 종합채권(AA-이상)액티브,"50,440",상승20,+0.04%,0,"1,206","2,390",0.00,"5,345",N/A,N/A
774,TIGER 24-04 회사채(A+이상)액티브,"50,230",상승35,+0.07%,0,"1,205","2,398",0.00,"30,154",N/A,N/A
775,TRUE 블룸버그 인버스 2X 천연가스선물 ETN,"60,205","하락4,150",-6.45%,0,"1,204","2,000",0.00,"26,161",N/A,N/A
776,일성건설,"2,225",하락50,-2.20%,500,"1,202","54,025",65.23,"204,901",16.60,6.30
777,KTis,"3,445",하락75,-2.13%,500,"1,199","34,802",5.63,"381,903",7.54,8.19
778,키움 INDXX 미국테크탑10 ETN,"11,980",상승30,+0.25%,0,"1,198","10,000",0.00,2,N/A,N/A
779,TIGER 코스닥150,"14,170",하락25,-0.18%,0,"1,196","8,440",0.02,"86,837",N/A,N/A
780,KODEX 미국달러선물,"11,915",상승45,+0.38%,0,"1,188","9,970",0.29,"90,476",N/A,N/A
781,ACE 24-12 회사채(AA-이상)액티브,"105,400",하락10,-0.01%,0,"1,179","1,119",0.12,"1,007",N/A,N/A
782,토니모리,"4,855",상승330,+7.29%,200,"1,168","24,055",1.46,"328,938","-1,618.33",-0.09
783,한진중공업홀딩스,"3,945",하락25,-0.63%,"5,000","1,165","29,530",1.43,"56,075",7.92,4.44
784,한양증권,"9,140",하락10,-0.11%,"5,000","1,163","12,729",6.69,"8,008",5.04,5.39
785,동방,"2,420",하락25,-1.02%,"1,000","1,161","47,972",2.42,"138,808",142.35,0.63
786,미창석유,"66,700",하락200,-0.30%,"5,000","1,160","1,740",31.95,"1,163",4.96,7.51
787,세이브존I&C,"2,825",하락5,-0.18%,"1,000","1,159","41,041",9.17,"15,432",12.61,1.99
788,KODEX 미국나스닥100선물(H),"16,135",하락5,-0.03%,0,"1,154","7,150",1.27,"68,833",N/A,N/A
789,플레이그램,950,하락28,-2.86%,100,"1,151","121,195",2.48,"818,812",67.86,2.05
790,TIGER 200선물인버스2X,"2,755",상승5,+0.18%,0,"1,146","41,600",2.36,"2,292,676",N/A,N/A
791,화승코퍼레이션,"2,285",상승125,+5.79%,500,"1,144","50,051",2.12,"911,711",40.80,1.68
792,삼익악기,"1,263",상승23,+1.85%,500,"1,143","90,531",2.45,"352,655",7.56,5.85
793,인천도시가스,"26,000",하락100,-0.38%,"5,000","1,137","4,375",2.58,"2,581",9.34,6.23
794,CJ씨푸드,"3,160",상승30,+0.96%,500,"1,135","35,931",1.75,"108,267",15.41,10.39
795,제일연마,"11,330",상승40,+0.35%,500,"1,133","10,000",4.74,"11,281",51.74,2.37
796,대유플러스,935,상승9,+0.97%,500,"1,131","120,999",1.88,"12,985,833",-2.97,-46.38
797,유니켐,"1,445",하락14,-0.96%,500,"1,130","78,227",2.24,"415,479",45.16,2.04
798,큐로,486,하락18,-3.57%,500,"1,124","231,212",1.20,"4,068,125",9.92,10.85
799,TIGER 미디어컨텐츠,"7,400",하락70,-0.94%,0,"1,112","15,030",0.12,"316,906",N/A,N/A
800,유니온,"7,110",하락180,-2.47%,500,"1,110","15,612",1.82,"953,989",-10.97,-8.03
801,유니드비티플러스,"10,430",하락670,-6.04%,"1,000","1,107","10,611",6.02,"279,985",18.96,N/A
802,삼화전기,"16,700",0,0.00%,"1,000","1,104","6,614",24.57,"37,928",10.37,16.03
803,무림페이퍼,"2,640",상승20,+0.76%,"2,500","1,098","41,609",3.48,"617,097",7.23,3.75
804,TIGER 미국채10년선물,"11,765",상승10,+0.09%,0,"1,094","9,300",0.68,"274,514",N/A,N/A
805,KBSTAR 25-11 회사채(AA-이상)액티브,"52,880",0,0.00%,0,"1,090","2,062",0.05,"15,278",N/A,N/A
806,이지스레지던스리츠,"3,845",상승10,+0.26%,"1,000","1,090","28,359",0.34,"20,044",1.74,N/A
807,에이플러스에셋,"4,805",하락105,-2.14%,500,"1,086","22,608",1.31,"58,458",2.16,41.26
808,유유제약,"6,280",0,0.00%,"1,000","1,082","17,232",1.97,"54,910",-20.79,-4.97
809,KBSTAR 2차전지액티브,"13,710",상승65,+0.48%,0,"1,080","7,880",0.00,"495,470",N/A,N/A
810,TRUE 레버리지 나스닥 100 ETN,"21,575",상승130,+0.61%,0,"1,079","5,000",0.00,"10,421",N/A,N/A
811,팜젠사이언스,"6,810",하락120,-1.73%,500,"1,078","15,831",2.13,"170,454",1.52,41.94
812,가온전선,"16,840",하락570,-3.27%,"5,000","1,071","6,359",2.47,"66,211",8.49,3.66
813,지투알,"6,460",하락10,-0.15%,"1,000","1,070","16,567",32.71,"84,672",6.13,10.34
814,대원화성,"2,590",하락15,-0.58%,500,"1,068","41,249",1.22,"471,049",-11.07,-14.44
815,TRUE 레버리지 S&P500 선물 ETN(H),"21,155",상승85,+0.40%,0,"1,058","5,000",0.00,841,N/A,N/A
816,SG세계물산,522,하락5,-0.95%,500,"1,057","202,425",1.83,"482,744",58.00,0.73
817,깨끗한나라,"2,835",하락10,-0.35%,"1,000","1,056","37,241",0.97,"78,920",-36.82,-1.24
818,모나리자,"2,885",하락25,-0.86%,500,"1,055","36,571",1.47,"69,636",45.08,3.06
819,한화솔루션우,"40,900","상승1,950",+5.01%,"5,000","1,053","2,575",5.45,"164,580",21.94,N/A
820,대구백화점,"9,710",상승10,+0.10%,"5,000","1,051","10,822",0.52,"4,603",-5.65,-7.66
821,크라운제과,"8,300",하락80,-0.95%,200,"1,039","12,524",2.70,"29,100",4.08,15.34
822,미래에셋글로벌리츠,"3,575",하락15,-0.42%,"1,000","1,039","29,060",0.62,"40,612",26.68,N/A
823,삼일제약,"7,570",하락120,-1.56%,500,"1,038","13,714",3.29,"68,375","-3,785.00",-0.03
824,현대코퍼레이션홀딩스,"11,380",하락230,-1.98%,"5,000","1,036","9,101",3.32,"27,403",3.08,15.95
825,히어로즈 단기채권ESG액티브,"102,170",0,0.00%,0,"1,032","1,010",0.08,0,N/A,N/A
826,두올,"3,120",상승10,+0.32%,"2,500","1,032","33,067",0.72,"191,317",14.18,3.78
827,보락,"1,718",하락10,-0.58%,200,"1,029","59,900",1.86,"337,727",33.69,6.54
828,KODEX 미국S&P500선물(H),"19,715",상승35,+0.18%,0,"1,025","5,200",0.61,"78,420",N/A,N/A
829,엔에이치스팩19호,"1,990",0,0.00%,100,"1,021","51,290",2.51,0,165.83,0.62
830,신영와코루,"11,290",하락70,-0.62%,500,"1,016","9,000",26.34,983,4.32,6.86
831,화성산업,"10,010",하락190,-1.86%,"5,000","1,016","10,150",7.88,"21,850",4.67,6.28
832,신한 S&P500 VIX S/T 선물 ETN D,"16,840",하락285,-1.66%,0,"1,010","6,000",0.00,"46,435",N/A,N/A
833,에이엔피,"2,485",상승65,+2.69%,500,"1,008","40,581",0.00,"2,513,936",-2.29,N/A
834,기신정기,"3,450",0,0.00%,500,"1,007","29,200",63.81,"17,172",14.50,3.44
835,일신석재,"1,299",하락17,-1.29%,500,"1,006","77,457",2.34,"392,555",43.30,4.37
836,웰바이오텍,"1,513",하락42,-2.70%,500,"1,005","66,432",2.11,"592,728",-15.44,-17.91
837,QV KIS CD금리투자 ETN,"50,095",상승5,+0.01%,0,"1,002","2,000",0.00,4,N/A,N/A
838,메리츠 KIS CD금리투자 ETN,"50,085",0,0.00%,0,"1,002","2,000",0.00,0,N/A,N/A
839,인팩,"9,950",하락840,-7.78%,500,995,"10,000",2.55,"463,806",7.54,12.28
840,대현,"2,245",상승5,+0.22%,500,994,"44,282",7.00,"112,954",3.91,10.97
841,HANARO 200 TOP10,"8,520",하락15,-0.18%,0,993,"11,650",21.46,479,N/A,N/A
842,조광페인트,"7,710",하락100,-1.28%,500,987,"12,800",2.46,"41,494",-13.62,-4.21
843,콤텍시스템,815,하락12,-1.45%,500,987,"121,051",4.27,"727,986",4.05,16.63
844,지엠비코리아,"5,160",하락60,-1.15%,500,984,"19,072",55.38,"38,191",8.31,4.75
845,ACE 국고채10년,"88,075",하락40,-0.05%,0,975,"1,107",0.09,"3,740",N/A,N/A
846,HL D&I,"2,575",하락20,-0.77%,"5,000",975,"37,859",1.80,"31,001",4.83,5.95
847,국제약품,"4,600",하락25,-0.54%,"1,000",973,"21,160",2.43,"130,549",27.38,4.99
848,삼성공조,"11,940",하락150,-1.24%,500,970,"8,126",2.51,"24,642",2.37,17.22
849,휴니드,"6,870",하락220,-3.10%,"5,000",970,"14,116",27.22,"144,667",10.47,6.67
850,크라운해태홀딩스,"6,310",하락30,-0.47%,500,937,"14,847",2.13,"14,310",11.66,2.89
851,신한 레버리지 코스닥 150 선물 ETN,"37,340",하락180,-0.48%,0,934,"2,500",0.00,62,N/A,N/A
852,고려산업,"3,740",하락35,-0.93%,"1,000",933,"24,939",4.14,"396,373",133.57,0.65
853,대호에이엘,"1,664",하락36,-2.12%,500,929,"55,800",3.23,"590,986",14.60,8.19
854,DRB동일,"4,655",상승5,+0.11%,500,928,"19,930",0.43,"13,013",60.45,0.42
855,대동전자,"8,800",하락250,-2.76%,500,923,"10,490",41.15,"35,198",18.88,5.13
856,새론오토모티브,"4,800",하락55,-1.13%,500,922,"19,200",66.57,"11,345",-15.48,-2.54
857,한신공영,"7,930",하락50,-0.63%,"5,000",918,"11,571",7.85,"60,698",2.02,6.49
858,SH에너지화학,821,상승1,+0.12%,500,912,"111,134",34.48,"596,859",48.29,1.99
859,아모레G우,"14,150",상승580,+4.27%,500,912,"6,444",40.23,"22,386",21.84,N/A
860,명문제약,"2,685",하락55,-2.01%,500,912,"33,953",1.43,"99,479",11.57,9.27
861,삼호개발,"3,645",하락25,-0.68%,500,911,"25,000",4.53,"26,847",15.38,2.70
862,한국프랜지,"2,990",하락135,-4.32%,"1,000",910,"30,450",4.12,"272,059",2.73,12.16
863,남광토건,"9,250",하락250,-2.63%,"5,000",910,"9,833",0.77,"16,725",4.70,19.85
864,TRUE 인버스 2X 코스닥 150 선물 ETN,"9,085",상승35,+0.39%,0,908,"10,000",0.00,"730,327",N/A,N/A
865,KC코트렐,"2,625",하락75,-2.78%,500,908,"34,600",0.34,"1,136,877",-2.58,-41.86
866,하이스틸,"4,495",하락165,-3.54%,500,908,"20,191",1.41,"816,161",7.83,8.03
867,TIGER 200 건설,"3,355",하락45,-1.32%,0,905,"26,980",0.58,"1,631,220",N/A,N/A
868,사조씨푸드,"5,250",상승10,+0.19%,"1,000",904,"17,219",2.39,"48,603",10.89,3.54
869,이건산업,"8,230",하락80,-0.96%,"5,000",901,"10,953",6.27,"107,471",16.83,2.74
870,대원전선,"1,250",하락39,-3.03%,500,900,"71,965",2.42,"2,462,431",69.44,1.51
871,TIGER KRX바이오K-뉴딜,"6,170",하락125,-1.99%,0,898,"14,550",0.50,"593,472",N/A,N/A
872,한솔홈데코,"1,114",하락14,-1.24%,"1,000",897,"80,565",3.41,"270,031",-18.57,-3.11
873,KODEX 국고채30년액티브,"101,900",하락120,-0.12%,0,896,879,0.01,"101,384",N/A,N/A
874,텔코웨어,"9,200",하락40,-0.43%,500,893,"9,703",1.01,"3,257",23.06,3.50
875,마스턴프리미어리츠,"3,350",0,0.00%,"1,000",890,"26,580",0.42,"61,139",7.98,N/A
876,다스코,"4,590",하락60,-1.29%,500,890,"19,397",3.41,"64,400",54.00,1.16
877,KBSTAR Fn5G테크,"8,300",하락30,-0.36%,0,888,"10,700",0.02,"23,809",N/A,N/A
878,DSR,"5,520",하락20,-0.36%,500,883,"16,000",2.19,"56,619",3.68,12.80
879,한솔로지스틱스,"3,210",하락40,-1.23%,500,882,"27,477",3.50,"506,188",3.64,26.80
880,마니커,"1,387",하락1,-0.07%,500,881,"63,511",1.96,"187,907",86.69,2.04
881,KC그린홀딩스,"3,920",상승10,+0.26%,500,879,"22,435",1.15,"185,236",-29.04,-1.86
882,진양산업,"6,750",상승70,+1.05%,500,878,"13,000",0.78,"151,873",14.30,12.43
883,KODEX 국채선물10년,"64,705",하락75,-0.12%,0,877,"1,356",0.03,"3,708",N/A,N/A
884,신한 레버리지 은 선물 ETN(H),"8,770",하락280,-3.09%,0,877,"10,000",0.00,"28,768",N/A,N/A
885,혜인,"6,870",하락60,-0.87%,500,873,"12,713",3.92,"367,463",-42.15,-1.89
886,동방아그로,"6,390",하락20,-0.31%,500,870,"13,618",31.07,"20,454",12.83,4.57
887,KODEX 은선물(H),"4,935",하락75,-1.50%,0,869,"17,600",0.01,"248,914",N/A,N/A
888,TIGER 미국다우존스30,"22,195",상승245,+1.12%,0,861,"3,880",0.18,"14,754",N/A,N/A
889,화천기공,"39,100",0,0.00%,"5,000",860,"2,200",9.14,"3,908",2.29,11.47
890,솔루스첨단소재1우,"10,160",하락230,-2.21%,100,859,"8,455",12.14,"29,047",-39.23,N/A
891,동일고무벨트,"6,170",하락40,-0.64%,500,858,"13,900",2.20,"16,279",11.00,3.74
892,TIGER 200선물레버리지,"12,585",하락35,-0.28%,0,856,"6,800",3.43,"111,613",N/A,N/A
893,한일철강,"3,205",상승5,+0.16%,500,856,"26,697",1.02,"60,621",-57.23,-0.87
894,SK우,"151,100","하락1,300",-0.85%,200,855,566,1.04,"1,726",10.28,N/A
895,DSR제강,"5,920",상승30,+0.51%,500,852,"14,400",4.63,"141,169",2.95,17.17
896,보해양조,611,하락4,-0.65%,500,850,"139,120",1.28,"234,247",-30.55,-3.39
897,한창제지,"1,423",하락20,-1.39%,500,849,"59,667",0.73,"50,820",67.76,1.15
898,신송홀딩스,"7,170",상승160,+2.28%,500,848,"11,829",1.97,"88,618",56.46,1.58
899,KBSTAR 단기국공채액티브,"105,055",상승20,+0.02%,0,846,805,0.00,"5,243",N/A,N/A
900,코스맥스비티아이,"8,790",상승160,+1.85%,500,844,"9,604",3.92,"24,439",-12.93,-2.14
901,KH 필룩스,442,0,0.00%,500,843,"190,713",5.90,0,-0.72,-21.61
902,KODEX 미국메타버스나스닥액티브,"6,970",0,0.00%,0,836,"12,000",0.67,"32,333",N/A,N/A
903,ACE G2전기차&자율주행액티브,"8,850",상승90,+1.03%,0,832,"9,400",0.15,"36,999",N/A,N/A
904,상상인증권,765,0,0.00%,"1,000",829,"108,337",0.54,"56,093",21.86,1.76
905,화승알앤에이,"4,335",0,0.00%,500,823,"18,994",1.79,"118,877",6.49,15.85
906,조비,"15,800",하락150,-0.94%,"5,000",820,"5,192",1.44,"9,635",9.50,15.06
907,써니전자,"2,310",하락30,-1.28%,500,805,"34,845",7.00,"269,577",15.93,7.12
908,태평양물산,"1,644",하락12,-0.72%,500,800,"48,636",3.18,"247,796",3.16,13.73
909,서울식품,213,상승3,+1.43%,100,798,"374,756",2.13,"4,337,367",106.50,2.49
910,NH프라임리츠,"4,265",상승30,+0.71%,500,796,"18,660",0.25,"16,519",10.82,7.59
911,부산산업,"75,200","하락1,700",-2.21%,"5,000",794,"1,056",2.65,"5,729",30.68,4.56
912,남성,"2,190",하락30,-1.35%,500,793,"36,212",1.82,"75,769",24.89,2.67
913,한세엠케이,"2,625",하락35,-1.32%,500,790,"30,107",0.51,"7,366",-1.50,-88.24
914,삼화왕관,"36,650",하락950,-2.53%,"5,000",790,"2,154",4.08,"3,393",-4.59,-13.08
915,대유에이텍,679,하락3,-0.44%,500,787,"115,933",1.58,"722,285",-1.38,-55.60
916,TIGER 소프트웨어,"9,205",하락110,-1.18%,0,784,"8,520",0.08,"79,761",N/A,N/A
917,케이비아이동국실업,781,하락7,-0.89%,500,783,"100,273",0.29,"376,737",16.98,2.43
918,ARIRANG 신흥국MSCI(합성 H),"9,210",하락20,-0.22%,0,781,"8,480",0.10,"24,164",N/A,N/A
919,호전실업,"7,990",하락40,-0.50%,500,779,"9,750",1.95,"43,187",2.86,21.24
920,유성기업,"3,000",상승5,+0.17%,500,778,"25,948",11.09,"72,491",4.09,6.72
921,천일고속,"54,100","하락1,000",-1.81%,"5,000",773,"1,429",0.04,303,-12.87,-19.21
922,오리엔트바이오,652,상승12,+1.88%,500,773,"118,583",1.18,"575,244",4.32,51.92
923,인터지스,"2,595",하락25,-0.95%,500,772,"29,748",3.10,"91,392",2.50,13.56
924,SK케미칼우,"36,450",하락650,-1.75%,"5,000",771,"2,115",16.32,"3,558",3.74,N/A
925,영흥,761,하락9,-1.17%,500,771,"101,310",0.58,"131,198",-253.67,-0.20
926,시디즈,"38,300",상승150,+0.39%,500,766,"2,000",1.09,"20,564",30.11,N/A
927,덕성,"4,865",하락40,-0.82%,500,763,"15,680",2.73,"129,586",33.10,2.99
928,엔케이,953,하락14,-1.45%,500,762,"79,983",2.68,"665,535",7.11,9.85
929,티웨이홀딩스,694,상승48,+7.43%,500,760,"109,472",1.15,"1,986,735",1.43,48.59
930,세원정공,"7,550",상승120,+1.62%,500,755,"10,000",14.34,"22,160",-41.48,-2.52
931,문배철강,"3,680",하락35,-0.94%,500,755,"20,504",1.77,"319,752",2.88,16.87
932,비상교육,"5,800",상승40,+0.69%,500,754,"12,997",5.38,"17,538",-74.36,-0.51
933,우성,"24,350",상승50,+0.21%,"5,000",752,"3,090",0.98,"11,154",593.90,0.07
934,신세계건설,"18,790",하락420,-2.19%,"5,000",752,"4,000",6.49,"18,576",-5.29,-5.58
935,미래에셋 레버리지 코스닥150 선물 ETN,"37,450",하락40,-0.11%,0,749,"2,000",0.00,"22,286",N/A,N/A
936,KODEX 미국반도체MV,"11,415",상승5,+0.04%,0,748,"6,550",0.11,"27,652",N/A,N/A
937,한국종합기술,"6,820",하락90,-1.30%,500,747,"10,950",2.46,"79,518",19.65,2.61
938,두산2우B,"83,300",하락400,-0.48%,"5,000",744,893,0.12,532,-2.56,N/A
939,태양금속,"2,020",하락100,-4.72%,500,741,"36,700",3.91,"776,884",-126.25,-0.62
940,국동,"1,290",하락11,-0.85%,500,740,"57,372",3.71,"434,370",51.60,1.32
941,우진플라임,"3,690",하락40,-1.07%,500,738,"20,000",6.87,"57,998",3.38,23.63
942,영보화학,"3,690",상승25,+0.68%,500,738,"20,000",52.16,"43,434",11.05,4.27
943,사조오양,"7,810",하락10,-0.13%,"5,000",736,"9,423",2.07,"7,696",8.63,4.24
944,KBSTAR 미국단기투자등급회사채액티브,"10,145",상승55,+0.55%,0,736,"7,250",0.00,554,N/A,N/A
945,티에이치엔,"4,080",하락145,-3.43%,500,734,"18,000",4.21,"328,063",-15.45,-5.48
946,KODEX 미국종합채권SRI액티브(H),"97,280",하락440,-0.45%,0,732,752,0.00,569,N/A,N/A
947,TIGER 차이나CSI300레버리지(합성),"22,620",상승530,+2.40%,0,728,"3,220",0.00,"39,276",N/A,N/A
948,신풍제약우,"33,100",하락850,-2.50%,500,728,"2,200",0.12,"7,085",-51.64,N/A
949,미래에셋 인버스 2X 코스닥150 선물 ETN,"9,065",상승35,+0.39%,0,725,"8,000",0.00,"2,594,913",N/A,N/A
950,범양건영,"2,915",하락35,-1.19%,"1,000",724,"24,832",2.25,"176,584",-7.88,-11.33
951,KBSTAR 중국본토대형주CSI100,"19,025",상승130,+0.69%,0,723,"3,800",0.00,"5,584",N/A,N/A
952,인디에프,"1,022",상승1,+0.10%,500,723,"70,713",2.73,"246,615",-7.10,-25.55
953,까뮤이앤씨,"1,599",하락28,-1.72%,500,722,"45,152",1.43,"117,391",-4.54,-17.86
954,KODEX WTI원유선물(H),"14,755",하락225,-1.50%,0,719,"4,875",0.38,"177,762",N/A,N/A
955,한창,905,상승60,+7.10%,500,719,"79,396",2.48,"5,256,490",-10.28,-25.34
956,평화산업,"1,308",하락100,-7.10%,500,718,"54,902",2.77,"1,062,383",11.78,18.05
957,TIGER 경기방어,"9,225",하락10,-0.11%,0,718,"7,780",0.00,"3,835",N/A,N/A
958,미래에셋맵스리츠,"3,560",상승5,+0.14%,"1,000",716,"20,100",0.55,"13,817",111.25,0.69
959,부국철강,"3,555",하락10,-0.28%,500,711,"20,000",3.22,"225,884",10.01,5.76
960,ACE 미국WideMoat가치주,"19,745",상승150,+0.77%,0,711,"3,600",0.17,"20,331",N/A,N/A
961,신한 WTI원유 선물 ETN(H),"7,070",하락95,-1.33%,0,707,"10,000",0.00,"439,444",N/A,N/A
962,세하,"1,227",하락21,-1.68%,"1,000",706,"57,563",0.42,"71,290",31.46,2.27
963,KODEX 바이오,"8,535",하락80,-0.93%,0,703,"8,240",0.27,"1,590,957",N/A,N/A
964,대우부품,"1,474",하락25,-1.67%,500,702,"47,646",1.37,"139,741",-8.01,-28.85
965,한익스프레스,"5,850",하락160,-2.66%,500,702,"12,000",2.57,"44,552",10.09,8.01
966,TIGER 미국S&P500TR(H),"10,225",상승15,+0.15%,0,700,"6,850",0.80,"91,349",N/A,N/A
967,TIGER 200 중공업,"3,250",하락10,-0.31%,0,697,"21,460",0.44,"629,259",N/A,N/A
968,신한 인버스 2X WTI원유 선물 ETN(H),110,0,0.00%,0,696,"633,000",0.00,"2,153,448",N/A,N/A
969,KODEX 한국대만IT프리미어,"17,830",하락40,-0.22%,0,695,"3,900",0.00,"4,676",N/A,N/A
970,KBSTAR 고배당,"11,975",상승35,+0.29%,0,695,"5,800",0.09,"5,803",N/A,N/A
971,TRUE S&P500 선물 ETN,"13,885",상승175,+1.28%,0,694,"5,000",0.00,3,N/A,N/A
972,상신브레이크,"3,220",하락120,-3.59%,500,691,"21,471",1.58,"132,390",97.58,0.39
973,TIGER 국고채30년스트립액티브,"49,210",하락200,-0.40%,0,680,"1,382",0.87,"70,528",N/A,N/A
974,TIGER 화장품,"2,430",상승120,+5.19%,0,679,"27,930",0.14,"1,501,929",N/A,N/A
975,CS홀딩스,"58,600",하락100,-0.17%,"5,000",677,"1,154",3.66,762,4.76,5.38
976,서원,"1,424",하락23,-1.59%,500,676,"47,475",1.80,"451,105",237.33,0.25
977,KBSTAR 비메모리반도체액티브,"8,960",하락170,-1.86%,0,676,"7,540",0.00,"371,974",N/A,N/A
978,KODEX 차이나2차전지MSCI(합성),"8,035",상승140,+1.77%,0,675,"8,400",0.89,"62,172",N/A,N/A
979,TIGER 국채3년,"107,045",하락50,-0.05%,0,674,630,0.05,594,N/A,N/A
980,코오롱인더우,"24,350",하락50,-0.20%,"5,000",674,"2,768",11.89,"6,474",4.10,N/A
981,일진디스플,"1,303",하락34,-2.54%,500,671,"51,514",1.58,"237,875",-19.16,-16.46
